查询语句,数据库名,算子编号,算子类型,启动Cost,总Cost,算子启动时间,算子总时间,输入行数,输出行数,过滤行数,左子树算子编号,左子树类型,左子树启动Cost,左子树总Cost,左子树输出行数,左子树总时间,右子树算子编号,右子树类型,右子树启动Cost,右子树总Cost,右子树输出行数,右子树总时间,EEOP_INNER_FETCHSOME,EEOP_OUTER_FETCHSOME,EEOP_SCAN_FETCHSOME,EEOP_INNER_VAR,EEOP_OUTER_VAR,EEOP_SCAN_VAR,EEOP_ASSIGN_INNER_VAR,EEOP_ASSIGN_OUTER_VAR,EEOP_ASSIGN_SCAN_VAR,EEOP_ASSIGN_TMP,EEOP_ASSIGN_TMP_MAKE_RO,EEOP_CONST,EEOP_FUNCEXPR_STRICT,EEOP_BOOL_AND_STEP_FIRST,EEOP_BOOL_AND_STEP_LAST,EEOP_BOOL_OR_STEP_FIRST,EEOP_BOOL_OR_STEP_LAST,EEOP_BOOL_NOT_STEP,EEOP_QUAL,EEOP_JUMP,EEOP_JUMP_IF_NOT_TRUE,EEOP_PARAM_EXEC,EEOP_NOT_DISTINCT,EEOP_SCALARARRAYOP,EEOP_AGGREF,EEOP_SUBPLAN,EEOP_AGG_STRICT_INPUT_CHECK_ARGS,EEOP_AGG_STRICT_INPUT_CHECK_NULLS,EEOP_AGG_PLAIN_PERGROUP_NULLCHECK,EEOP_AGG_PLAIN_TRANS_STRICT_BYVAL,EEOP_AGG_PLAIN_TRANS_BYVAL,EEOP_AGG_PLAIN_TRANS_INIT_STRICT_BYREF,EEOP_AGG_ORDERED_TRANS_DATUM
"explain analyze select n_name, sum(l_extendedprice * (1 - l_discount)) as revenue from customer, orders, lineitem, supplier, nation, region where c_custkey = o_custkey and l_orderkey = o_orderkey and l_suppkey = s_suppkey and c_nationkey = s_nationkey and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = 'ASIA' and o_orderdate >= date '1994-01-01' and o_orderdate < date '1994-01-01' + interval '1' year group by n_name order by revenue desc;",tpch_0_8_0,16,T_IndexScan,0.4325,2.806995,0.074395,0.100161,4800592,146706,0,0,T_Invalid,0.0,0.0,0,0.0,0,T_Invalid,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36645,0,0,0,0,0,0,0,0,0,0,0
"explain analyze select p_brand, p_type, p_size, count(distinct ps_suppkey) as supplier_cnt from partsupp, part where p_partkey = ps_partkey and p_brand <> 'Brand#45' and p_type not like 'MEDIUM POLISHED%' and p_size in (49, 14, 23, 45, 19, 3, 36, 9) and ps_suppkey not in ( select s_suppkey from supplier where s_comment like '%Customer%Complaints%' ) group by p_brand, p_type, p_size order by supplier_cnt desc, p_brand, p_type, p_size;",tpch_1_0_0,4,T_IndexOnlyScan,347.415,23131.3975,0.002365,0.125709,799999,799679,320,0,T_Invalid,0.0,0.0,0,0.0,0,T_Invalid,0.0,0.0,0,0.0,0,0,799999,0,0,0,0,0,3199996,799999,0,0,0,0,0,0,0,320,320,0,0,799999,0,0,0,320,0,0,0,0,0,0,0
"explain analyze select o_orderpriority, count(*) as order_count from orders where o_orderdate >= date '1993-07-01' and o_orderdate < date '1993-07-01' + interval '3' month and exists ( select * from lineitem where l_orderkey = o_orderkey and l_commitdate < l_receiptdate ) group by o_orderpriority order by o_orderpriority;",tpch_5_0_0,2,T_NestLoop,4029.14375,223655.290738,0.043228,0.286757,287250,263458,0,3,T_BitmapHeapScan,4028.70625,138768.13125,287250,0.211899,5,T_IndexScan,0.4375,8.653054,263458,0.631172,0,263458,0,0,0,0,0,263458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"explain analyze select c_count, count(*) as custdist from ( select c_custkey, count(o_orderkey) from customer left outer join orders on c_custkey = o_custkey and o_comment not like '%special%requests%' group by c_custkey ) as c_orders (c_custkey, c_count) group by c_count order by custdist desc, c_count desc;",tpch_9_0_0,3,T_Agg,1366186.63125,878203.0825000001,12.101372,5.49525,13803669,1349999,0,4,T_HashJoin,57216.17,606935.38125,13803669,9.119163,0,T_Invalid,0.0,0.0,0,0.0,12455293,24583641,0,12455293,38387310,0,0,1349999,0,1349999,0,0,0,0,0,0,0,0,12455293,0,0,0,12455293,0,1349999,0,25932017,0,24256697,25932017,0,0,0
"explain analyze select l_orderkey, sum(l_extendedprice * (1 - l_discount)) as revenue, o_orderdate, o_shippriority from customer, orders, lineitem where c_mktsegment = 'BUILDING' and c_custkey = o_custkey and l_orderkey = o_orderkey and o_orderdate < date '1995-03-15' and l_shipdate > date '1995-03-15' group by l_orderkey, o_orderdate, o_shippriority order by revenue desc, o_orderdate LIMIT 10;",tpch_10_0_0,3,T_HashJoin,535619.204125,1008049.144125,3.508903,12.144355,32334249,302106,0,4,T_SeqScan,0.0,1874366.0,32334249,8.770131,5,T_Hash,510443.354125,510443.354125,1461914,3.507953,615385,0,0,313279,32647528,0,604212,906318,0,0,0,0,313279,0,0,0,0,0,313279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"explain analyze select n_name, sum(l_extendedprice * (1 - l_discount)) as revenue from customer, orders, lineitem, supplier, nation, region where c_custkey = o_custkey and l_orderkey = o_orderkey and l_suppkey = s_suppkey and c_nationkey = s_nationkey and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = 'ASIA' and o_orderdate >= date '1994-01-01' and o_orderdate < date '1994-01-01' + interval '1' year group by n_name order by revenue desc;",tpch_10_0_0,5,T_HashJoin,4033.469875,344017.8898750001,0.027687,9.755837,59986051,12021065,0,6,T_SeqScan,0.0,1724401.2,59986051,3.807393,7,T_Hash,3793.469875,3793.469875,20037,0.027639,24042130,84028181,0,12021065,72007116,0,36063195,36063195,0,0,0,0,12021065,0,0,0,0,0,12021065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"explain analyze select n_name, sum(l_extendedprice * (1 - l_discount)) as revenue from customer, orders, lineitem, supplier, nation, region where c_custkey = o_custkey and l_orderkey = o_orderkey and l_suppkey = s_suppkey and c_nationkey = s_nationkey and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = 'ASIA' and o_orderdate >= date '1994-01-01' and o_orderdate < date '1994-01-01' + interval '1' year group by n_name order by revenue desc;",tpch_10_0_0,17,T_BitmapIndexScan,0.0,30042.345,0.130928,0.130928,0,2275919,0,0,T_Invalid,0.0,0.0,0,0.0,0,T_Invalid,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"explain analyze select n_name, sum(l_extendedprice * (1 - l_discount)) as revenue from customer, orders, lineitem, supplier, nation, region where c_custkey = o_custkey and l_orderkey = o_orderkey and l_suppkey = s_suppkey and c_nationkey = s_nationkey and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = 'ASIA' and o_orderdate >= date '1994-01-01' and o_orderdate < date '1994-01-01' + interval '1' year group by n_name order by revenue desc;",tpch_10_0_0,6,T_SeqScan,0.0,1724401.2,6e-06,3.807393,59985920,59986051,0,0,T_Invalid,0.0,0.0,0,0.0,0,T_Invalid,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"explain analyze select c_custkey, c_name, sum(l_extendedprice * (1 - l_discount)) as revenue, c_acctbal, n_name, c_address, c_phone, c_comment from customer, orders, lineitem, nation where c_custkey = o_custkey and l_orderkey = o_orderkey and o_orderdate >= date '1993-10-01' and o_orderdate < date '1993-10-01' + interval '3' month and l_returnflag = 'R' and c_nationkey = n_nationkey group by c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment order by revenue desc LIMIT 20;",tpch_9_0_0,6,T_HashJoin,257658.37075,424338.0133749999,0.498167,3.529197,13324947,1031578,0,7,T_SeqScan,0.0,1686887.7,13324947,7.929288,8,T_Hash,249376.45825,249376.45825,515725,0.497559,2064734,0,0,1033156,14358103,0,1031578,2063156,0,0,0,0,1033156,0,0,0,0,0,1033156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"explain analyze select p_brand, p_type, p_size, count(distinct ps_suppkey) as supplier_cnt from partsupp, part where p_partkey = ps_partkey and p_brand <> 'Brand#45' and p_type not like 'MEDIUM POLISHED%' and p_size in (49, 14, 23, 45, 19, 3, 36, 9) and ps_suppkey not in ( select s_suppkey from supplier where s_comment like '%Customer%Complaints%' ) group by p_brand, p_type, p_size order by supplier_cnt desc, p_brand, p_type, p_size;",tpch_7_0_0,2,T_Sort,305514.479772,50464.056667,3.511058,2.222653,829708,829708,0,3,T_MergeJoin,84189.334062,256075.478105,829708,1.558853,0,T_Invalid,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"explain analyze select c_name, c_custkey, o_orderkey, o_orderdate, o_totalprice, sum(l_quantity) from customer, orders, lineitem where o_orderkey in ( select l_orderkey from lineitem group by l_orderkey having sum(l_quantity) > 300 ) and c_custkey = o_custkey and o_orderkey = l_orderkey group by c_name, c_custkey, o_orderkey, o_orderdate, o_totalprice order by o_totalprice desc, o_orderdate LIMIT 100;",tpch_0_9_0,10,T_IndexScan,0.4325,216652.607156,1.5e-05,0.819056,5400659,5400555,0,0,T_Invalid,0.0,0.0,0,0.0,0,T_Invalid,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"explain analyze select o_year, sum(case when nation = 'BRAZIL' then volume else 0 end) / sum(volume) as mkt_share from ( select extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) as volume, n2.n_name as nation from part, supplier, lineitem, orders, customer, nation n1, nation n2, region where p_partkey = l_partkey and s_suppkey = l_suppkey and l_orderkey = o_orderkey and o_custkey = c_custkey and c_nationkey = n1.n_nationkey and n1.n_regionkey = r_regionkey and r_name = 'AMERICA' and s_nationkey = n2.n_nationkey and o_orderdate between date '1995-01-01' and date '1996-12-31' and p_type = 'ECONOMY ANODIZED STEEL' ) as all_nations group by o_year order by o_year;",tpch_5_0_0,13,T_HashJoin,2.483625,4314.979874999997,2.8e-05,0.11821,749999,149877,0,14,T_SeqScan,0.0,25414.99,749999,0.046447,15,T_Hash,2.421125,2.421125,5,2.2e-05,149877,1049753,0,149877,899876,0,0,149877,0,0,0,0,149877,0,0,0,0,0,149877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"explain analyze select cntrycode, count(*) as numcust, sum(c_acctbal) as totacctbal from ( select substring(c_phone from 1 for 2) as cntrycode, c_acctbal from customer where substring(c_phone from 1 for 2) in ('13', '31', '23', '29', '30', '18', '17') and c_acctbal > ( select avg(c_acctbal) from customer where c_acctbal > 0.00 and substring(c_phone from 1 for 2) in ('13', '31', '23', '29', '30', '18', '17') ) and not exists ( select * from orders where o_custkey = c_custkey ) ) as custsale group by cntrycode order by cntrycode;",tpch_5_0_0,2,T_NestLoop,0.4325,6233.196578000003,0.354506,0.145673,95103,31850,0,3,T_SeqScan,0.0,37602.47375,95103,0.609555,4,T_IndexOnlyScan,0.4325,3.474686,63253,0.118584,0,31850,0,0,31850,0,0,31850,0,0,31850,0,63700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"explain analyze select c_custkey, c_name, sum(l_extendedprice * (1 - l_discount)) as revenue, c_acctbal, n_name, c_address, c_phone, c_comment from customer, orders, lineitem, nation where c_custkey = o_custkey and l_orderkey = o_orderkey and o_orderdate >= date '1993-10-01' and o_orderdate < date '1993-10-01' + interval '3' month and l_returnflag = 'R' and c_nationkey = n_nationkey group by c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment order by revenue desc LIMIT 20;",tpch_1_0_0,6,T_SeqScan,0.0,187521.075,4e-06,0.856469,6001446,1478870,4522344,0,T_Invalid,0.0,0.0,0,0.0,0,T_Invalid,0.0,0.0,0,0.0,0,0,6001214,0,0,6001214,0,0,0,0,0,0,6001214,0,0,0,0,0,6001214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
